"","y"
"1",402.091644287109
"2",122.591506958008
"3",437.582397460938
"4",158.809631347656
"5",92.497428894043
"6",67.4846649169922
"7",55.067497253418
"8",29.9884567260742
"9",53.0177803039551
"10",87.5787963867188
"11",175.692672729492
"12",35.6176147460938
"13",106.340187072754
"14",290.507598876953
"15",184.771850585938
"16",114.508094787598
"17",52.0218811035156
"18",22.3453750610352
"19",57.3514060974121
"20",411.833862304688
"21",54.4440956115723
"22",260.338531494141
"23",117.683433532715
"24",87.2788848876953
"25",230.47265625
"26",224.994033813477
"27",155.929916381836
"28",55.5092620849609
"29",86.1498031616211
"30",81.0490417480469
"31",36.227653503418
"32",106.236862182617
"33",21.9112586975098
"34",62.9937171936035
"35",80.5290145874023
"36",39.4288902282715
"37",107.866622924805
"38",124.825141906738
"39",57.1774101257324
"40",45.2913589477539
"41",60.5472755432129
"42",15.3891658782959
"43",51.4956703186035
"44",126.109260559082
"45",63.4560203552246
"46",91.8572463989258
"47",81.4420776367188
"48",255.367065429688
"49",417.89501953125
"50",114.5810546875
"51",117.896385192871
"52",7.85031080245972
"53",60.494701385498
"54",143.605102539062
"55",145.386978149414
"56",153.040222167969
"57",222.442855834961
"58",70.2415542602539
"59",155.456527709961
"60",329.748229980469
"61",89.4876098632812
"62",108.101219177246
"63",82.5278854370117
"64",37.7089653015137
"65",135.728973388672
"66",122.971183776855
"67",127.85082244873
"68",69.2030181884766
"69",399.42578125
"70",39.1553344726562
"71",18.5714874267578
"72",37.9222946166992
"73",343.007202148438
"74",209.537307739258
"75",44.8405265808105
"76",82.8519744873047
"77",49.3122329711914
"78",71.3547286987305
"79",195.751754760742
"80",41.5409278869629
"81",76.4864349365234
"82",88.5634994506836
"83",289.042388916016
"84",162.428817749023
"85",73.6847839355469
"86",50.493782043457
"87",176.47233581543
"88",59.1710548400879
"89",129.631774902344
"90",55.8777198791504
"91",39.5576629638672
"92",117.898880004883
"93",19.4506893157959
"94",188.764038085938
"95",95.6862564086914
"96",26.1201076507568
"97",377.407989501953
"98",54.7969360351562
"99",646.059265136719
"100",92.3989791870117
"101",87.7859191894531
"102",96.2265243530273
"103",392.738159179688
"104",82.2317962646484
"105",351.614166259766
"106",209.895950317383
"107",116.229507446289
"108",46.2413482666016
"109",182.365951538086
"110",68.1975479125977
"111",303.119110107422
"112",62.2393493652344
"113",101.044319152832
"114",8.52265644073486
"115",125.862716674805
"116",94.2801742553711
"117",61.7063026428223
"118",167.332717895508
"119",69.1227188110352
"120",36.2082710266113
"121",175.34912109375
"122",36.5728187561035
"123",96.1355361938477
"124",68.9487991333008
"125",74.6659469604492
"126",88.7581634521484
"127",13.6533851623535
"128",65.5641784667969
"129",12.4316263198853
"130",18.0005493164062
"131",98.3544387817383
"132",55.3176002502441
"133",97.6222610473633
"134",53.3498382568359
"135",20.867130279541
"136",59.7783012390137
"137",101.978927612305
"138",321.826568603516
"139",10.3306722640991
"140",223.754898071289
"141",126.796348571777
"142",52.4054260253906
"143",89.3852310180664
"144",62.9691886901855
"145",172.557495117188
"146",21.1943588256836
"147",255.786193847656
"148",81.189094543457
"149",106.005317687988
"150",10.3344764709473
"151",45.0430908203125
"152",38.8462028503418
"153",38.6191520690918
"154",103.359855651855
"155",176.17724609375
"156",56.5461730957031
"157",105.171913146973
"158",156.490600585938
"159",121.450843811035
"160",12.1006441116333
"161",230.723419189453
"162",84.8084487915039
"163",42.2866592407227
"164",66.6131439208984
"165",148.666931152344
"166",7.79113864898682
"167",524.19775390625
"168",160.790939331055
"169",204.597427368164
"170",92.1665649414062
"171",58.2955741882324
"172",29.3622531890869
"173",83.4685134887695
"174",70.6373748779297
"175",72.3596343994141
"176",32.0695152282715
"177",313.434875488281
"178",48.390323638916
"179",230.634994506836
"180",38.3317680358887
"181",130.491104125977
"182",32.7669715881348
"183",244.062866210938
"184",23.8851089477539
"185",33.379638671875
"186",85.4195327758789
"187",15.9602098464966
"188",67.2938537597656
"189",118.078346252441
"190",69.4131698608398
"191",250.012954711914
"192",94.78759765625
"193",129.993499755859
"194",188.227554321289
"195",123.566734313965
"196",7.29020738601685
"197",105.587020874023
"198",68.1317977905273
"199",8.29300785064697
"200",64.1850128173828
"201",97.1451416015625
"202",82.7877655029297
"203",254.770950317383
"204",59.1098442077637
"205",10.0553331375122
"206",158.818634033203
"207",152.843673706055
"208",67.7251510620117
"209",60.1782150268555
"210",270.906890869141
"211",21.5013446807861
"212",197.813827514648
"213",84.9686813354492
"214",68.0684814453125
"215",16.4282913208008
"216",137.987976074219
"217",92.6713714599609
"218",10.217022895813
"219",82.9992904663086
"220",135.048812866211
"221",37.7047004699707
"222",20.4670467376709
"223",209.111572265625
"224",38.0661544799805
"225",58.4325752258301
"226",113.85718536377
"227",42.5151214599609
"228",100.566329956055
"229",36.825927734375
"230",29.6446361541748
"231",59.607780456543
"232",57.6172523498535
"233",78.3672561645508
"234",34.9889755249023
"235",297.748199462891
"236",179.327850341797
"237",215.656539916992
"238",80.6971817016602
"239",52.5110321044922
"240",36.6691055297852
"241",142.315567016602
"242",273.709106445312
"243",284.680480957031
"244",57.3388938903809
"245",6.29372310638428
"246",51.8909759521484
"247",346.036926269531
"248",142.888977050781
"249",140.193237304688
"250",313.274993896484
"251",166.345306396484
"252",120.146598815918
"253",79.4489517211914
"254",64.5154876708984
"255",125.779914855957
"256",18.037540435791
"257",122.672836303711
"258",36.313850402832
"259",48.3132476806641
"260",81.6588745117188
"261",36.4495239257812
"262",87.5585708618164
"263",101.542488098145
"264",58.2679176330566
"265",24.9345989227295
"266",334.178863525391
"267",61.2567291259766
"268",227.919555664062
"269",189.879699707031
"270",172.476119995117
"271",135.606109619141
"272",122.036399841309
"273",19.2429637908936
"274",49.1629066467285
"275",55.9979019165039
"276",89.3005447387695
"277",125.679733276367
"278",106.807914733887
"279",115.896377563477
"280",206.542510986328
"281",173.641754150391
"282",303.759246826172
"283",26.2283630371094
"284",105.455810546875
"285",269.333679199219
"286",34.1962928771973
"287",216.118011474609
"288",283.484130859375
"289",86.0256118774414
"290",84.3050155639648
"291",44.1001358032227
"292",110.274566650391
"293",52.613151550293
"294",91.9249649047852
"295",81.3465957641602
"296",203.922943115234
"297",21.1936626434326
"298",42.079231262207
"299",41.8914566040039
"300",32.3044586181641
"301",192.884078979492
"302",227.651519775391
"303",34.2385635375977
"304",257.787322998047
"305",177.695495605469
"306",28.2247676849365
"307",156.060974121094
"308",149.556365966797
"309",100.944465637207
"310",56.0046806335449
"311",202.53205871582
"312",90.6896591186523
"313",49.0285301208496
"314",103.837944030762
"315",70.5987167358398
"316",17.8316421508789
"317",23.2170906066895
"318",204.123596191406
"319",13.17103099823
"320",108.149719238281
"321",61.3128547668457
"322",71.0746459960938
"323",162.081497192383
"324",170.293273925781
"325",195.223098754883
"326",8.26313018798828
"327",239.315185546875
"328",50.2803115844727
"329",235.496719360352
"330",109.148284912109
"331",49.8096351623535
"332",179.876052856445
"333",9.87805366516113
"334",84.2824172973633
"335",54.9041862487793
"336",54.9544830322266
"337",180.666152954102
"338",22.8760833740234
"339",291.179168701172
"340",104.314476013184
"341",2.83409523963928
"342",136.123672485352
"343",58.8299407958984
"344",99.3698959350586
"345",39.7577285766602
"346",53.5911483764648
"347",72.0191421508789
"348",37.3382530212402
"349",17.5092468261719
"350",186.951065063477
"351",105.572868347168
"352",170.600219726562
"353",66.7601776123047
"354",65.5777282714844
"355",159.050903320312
"356",249.968170166016
"357",87.9148788452148
"358",240.185470581055
"359",179.263610839844
"360",112.23934173584
"361",178.455307006836
"362",120.592727661133
"363",439.957916259766
"364",222.589309692383
"365",54.16650390625
"366",48.8341026306152
"367",96.2304077148438
"368",30.9994525909424
"369",30.9280910491943
"370",43.3768768310547
"371",492.519927978516
"372",66.5070953369141
"373",43.3285865783691
"374",166.716735839844
"375",187.092971801758
"376",89.8524398803711
"377",369.302886962891
"378",128.432846069336
"379",75.3449401855469
"380",71.8290557861328
"381",7.51612567901611
"382",17.6949081420898
"383",96.1869812011719
"384",32.5256309509277
"385",107.766578674316
"386",127.22119140625
"387",36.8569602966309
"388",42.0160140991211
"389",161.499237060547
"390",137.541580200195
"391",96.2800064086914
"392",16.6692886352539
"393",251.819946289062
"394",46.1134452819824
"395",107.607872009277
"396",41.2137184143066
"397",482.527801513672
"398",1056.23583984375
"399",193.561706542969
"400",15.1253623962402
"401",9.90483951568604
"402",22.2807807922363
"403",46.1173820495605
"404",83.1335601806641
"405",54.8294296264648
"406",114.232032775879
"407",89.1978530883789
"408",77.3530197143555
"409",76.7814407348633
"410",190.174942016602
"411",44.0031471252441
"412",72.19140625
"413",63.3778114318848
"414",25.7551574707031
"415",84.5113677978516
"416",29.2684173583984
"417",175.046234130859
"418",56.6425857543945
"419",85.6541748046875
"420",70.4770431518555
"421",84.5068359375
"422",29.4297771453857
"423",79.383674621582
"424",6.75542211532593
"425",228.8349609375
"426",231.328094482422
"427",387.998260498047
"428",204.268188476562
"429",39.2888717651367
"430",74.9932556152344
"431",107.064437866211
"432",107.506134033203
"433",109.618812561035
"434",227.677047729492
"435",131.698150634766
"436",147.873245239258
"437",14.5028686523438
"438",181.103988647461
"439",153.1806640625
"440",102.881454467773
"441",24.2468376159668
"442",95.1827163696289
"443",43.7539024353027
"444",53.9762649536133
"445",78.4294204711914
"446",69.9839401245117
"447",91.0873336791992
"448",241.420150756836
"449",243.160247802734
"450",56.0693359375
"451",72.5280303955078
"452",92.6220245361328
"453",38.8429336547852
"454",33.6476554870605
"455",101.092758178711
"456",22.0032062530518
"457",37.6596374511719
"458",264.671722412109
"459",51.5770645141602
"460",166.167373657227
"461",35.1322135925293
"462",214.037124633789
"463",107.41251373291
"464",105.634780883789
"465",36.8334121704102
"466",44.2597160339355
"467",12.9945306777954
"468",114.519981384277
"469",36.703670501709
"470",118.328392028809
"471",77.0427322387695
"472",195.703308105469
"473",180.99186706543
"474",50.0846633911133
"475",82.208137512207
"476",175.896057128906
"477",41.0989837646484
"478",97.0869979858398
"479",101.172988891602
"480",30.2000274658203
"481",64.5253143310547
"482",12.0326862335205
"483",58.9237937927246
"484",386.367401123047
"485",165.717147827148
"486",22.2848472595215
"487",125.155120849609
"488",69.0359573364258
"489",34.1100654602051
"490",87.0870971679688
"491",25.4372177124023
"492",43.0690612792969
"493",101.069030761719
"494",82.1278839111328
"495",138.872528076172
"496",28.0250072479248
"497",132.809478759766
"498",827.797607421875
